district,area,year,rooms,value,floor,elevator,parking,warehouse
 شهر زیبا ,110,1401,3,6600000000,6,True,True,True
 شهر زیبا ,78,1401,2,4680000000,6,True,True,True
 شهر زیبا ,82,1401,2,4920000000,6,True,True,True
 شهر زیبا ,80,1401,2,4800000000,5,True,True,True
 فاطمی ,101,1399,2,7800000000,4,True,True,True
 سهروردی ,150,1401,3,12750000000,4,True,True,True
 جنت‌آباد شمالی ,117,1401,2,9945000000,5,True,True,True
 نارمک ,120,1396,3,9000000000,4,True,True,True
 مبارک‌آباد بهشتی ,78,1400,2,1435000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,110,1401,2,4290000000,1,True,True,True
 شهرآرا ,160,1401,3,12480000000,4,True,True,True
 چیتگر ,112,1401,2,4500000000,13,True,True,True
 چیتگر,113,1401,2,5300000000,25,True,True,True
 چیتگر ,113,1401,2,4800000000,22,True,True,True
 قیطریه ,195,1385,3,15600000000,1,True,True,True
 شهرک غرب ,80,1385,2,7650000000,5,True,True,True
 پونک ,60,1385,1,3200000000,4,False,False,False
 سهروردی ,110,1401,2,13200000000,2,True,True,True
 هروی ,110,1397,2,9700000000,2,True,True,True
 الهیه ,165,1386,3,22500000000,4,True,True,True
 شهرک غرب ,130,1390,3,12400000000,1,True,True,True
 الهیه ,134,1388,3,12000000000,1,True,True,True
 گمرک ,58,1385,1,1650000000,3,False,True,True
 دریاچه شهدای خلیج فارس ,161,1401,3,11000000000,16,True,True,True
 چیتگر,75,1401,2,1370000000,9,True,True,True
 اباذر ,110,1400,2,9350000000,5,True,True,True
 جی ,80,1398,2,3280000000,3,True,True,True
 جنت‌آباد جنوبی ,61,1401,1,5100000000,3,True,True,True
 فرمانیه ,125,1389,2,10500000000,5,True,True,True
 ظفر ,130,1385,3,9700000000,3,True,True,True
 ازگل ,138,1396,3,11000000000,4,True,True,True
 جی ,62,1393,1,1990000000,2,True,False,False
 بریانک ,45,1376,1,1550000000,1,False,False,False
 دریاچه شهدای خلیج فارس ,134,1401,3,7772000000,20,True,True,True
 تهرانپارس شرقی ,51,1386,1,2200000000,4,True,False,False
 ولنجک ,105,1400,2,14000000000,3,True,True,True
 پونک,260,1376,4,14500000000,1,False,True,True
 چیتگر ,20,1400,0,358000000,13,True,True,True
 چیتگر ,50,1401,0,800000000,20,True,True,True
 سهروردی ,166,1400,3,19200000000,5,True,True,True
 نیاوران ,76,1395,2,7100000000,5,True,True,True
 ظفر ,100,1401,2,13500000000,3,True,True,True
 سعادت‌آباد ,173,1385,3,15000000000,4,True,True,True
 هروی ,124,1400,2,9990000000,10,True,True,True
 ابوذر (منطقه ۱۵),58,1380,1,2400000000,4,True,False,False
 نیاوران ,117,1399,2,14200000000,3,True,True,True
 سلسبیل ,75,1401,2,3750000000,3,True,True,True
 سعادت‌آباد ,101,1390,2,11000000000,5,True,True,True
 کوی فردوس ,65,1401,1,5395000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,126,1396,3,6500000000,11,True,True,True
 کاظم‌آباد ,78,1394,2,4550000000,1,True,True,True
 تهرانپارس غربی ,80,1380,2,5200000000,3,False,True,True
 صادقیه ,151,1400,3,12660000000,5,True,True,True
 درکه ,107,1399,2,13000000000,2,True,True,True
 شهرک غرب ,125,1380,3,7500000000,3,False,True,True
 جنت‌آباد شمالی ,77,1393,2,4700000000,3,True,True,True
 جنت‌آباد شمالی ,138,1401,3,9600000000,1,True,True,True
 جنت‌آباد مرکزی ,143,1400,3,9490000000,3,True,True,True
 ازگل ,130,1388,3,11100000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,79,1400,1,4320000000,11,True,True,True
 شهران جنوبی ,81,1382,2,3950000000,1,False,True,True
 قیطریه ,130,1400,2,15000000000,1,True,True,True
 جی ,44,1394,1,1800000000,2,True,True,True
 شهرک نفت (منطقه ۱) ,140,1388,3,10500000000,7,True,True,True
 شهرک غرب ,125,1385,3,8500000000,2,False,True,True
 کوی فردوس ,100,1398,2,7650000000,1,True,True,True
 دکتر هوشیار ,51,1391,1,2150000000,1,False,False,False
 جیحون ,60,1382,2,2850000000,3,False,True,True
 آذربایجان ,52,1381,1,2050000000,2,False,False,False
 سرو آزاد ,130,1398,2,7800000000,1,True,True,True
 جردن ,201,1377,3,14700000000,3,False,True,True
 دبستان ,76,1384,2,4100000000,2,True,False,False
 شمس‌آباد ,102,1395,2,6900000000,2,True,True,True
 جنت‌آباد شمالی ,260,1400,3,16900000000,1,True,True,True
 سازمان برنامه ,85,1383,2,4600000000,3,False,True,True
 پونک ,56,1399,1,5000000000,5,True,True,True
 زعفرانیه ,116,1379,2,12000000000,3,True,True,True
 سهروردی ,160,1391,3,15000000000,4,True,True,True
 جی ,80,1398,2,3280000000,3,True,True,True
 شهران شمالی ,92,1394,2,6850000000,2,True,True,True
 آذربایجان ,60,1381,2,2790000000,2,False,True,True
 پاسداران ,128,1401,2,11520000000,7,True,True,True
 سعادت‌آباد ,123,1397,2,17200000000,4,True,True,True
 سعادت‌آباد ,130,1391,2,18000000000,4,True,True,True
 سعادت‌آباد ,175,1387,3,22700000000,5,True,True,True
 جردن,314,1377,3,22000000000,3,True,True,True
 شمس‌آباد ,95,1393,2,6950000000,2,True,True,True
 هروی ,148,1398,3,13900000000,5,True,True,True
 شهر زیبا ,115,1388,2,6000000000,1,True,True,True
 نیاوران ,124,1397,3,13500000000,3,True,True,True
 جیحون ,68,1395,1,2600000000,4,True,True,True
 بریانک ,94,1400,3,3400000000,2,True,True,True
 بریانک ,54,1376,1,1590000000,1,False,False,False
 جی ,43,1380,1,1750000000,1,False,True,True
 سهروردی ,142,1396,3,12600000000,5,True,True,True
 سعادت‌آباد ,135,1388,2,11000000000,3,True,True,True
 سعادت‌آباد ,165,1384,3,11500000000,1,False,True,True
 سعادت‌آباد ,162,1388,3,14500000000,4,True,True,True
 سعادت‌آباد ,234,1401,3,38000000000,5,True,True,True
 سعادت‌آباد ,115,1399,2,15000000000,5,False,True,True
 جنت‌آباد مرکزی ,58,1380,2,3530000000,1,False,True,True
 هروی ,160,1400,3,17000000000,2,True,True,True
 پونک ,67,1384,1,3780000000,7,True,True,True
 پونک ,96,1391,2,7450000000,3,True,True,True
 پونک ,66,1384,1,3750000000,6,True,True,True
 هروی ,110,1401,2,9350000000,10,True,True,True
 پونک ,70,1401,1,4500000000,4,True,True,True
 ستارخان ,76,1379,2,4000000000,4,True,False,False
 قلهک ,158,1386,3,11850000000,2,True,True,True
 کوهک ,123,1396,2,8150000000,12,True,True,True
 جنت‌آباد شمالی ,95,1401,2,6250000000,5,True,True,True
 کوهک ,117,1400,2,6350000000,3,True,True,True
 جیحون ,83,1388,2,2750000000,4,False,False,False
 جنت‌آباد جنوبی ,94,1395,2,6450000000,1,True,True,True
 شهر زیبا ,63,1396,1,4300000000,1,True,True,True
 پونک ,73,1401,2,5548000000,5,True,True,True
 جی ,64,1401,1,2500000000,5,True,True,True
 شهران جنوبی ,143,1400,3,11990000000,5,True,True,True
 ولنجک ,100,1386,2,12500000000,1,True,True,True
 پاسداران ,175,1390,3,19000000000,5,True,True,True
 جنت‌آباد شمالی ,92,1400,2,6300000000,1,True,True,True
 جلفا ,122,1397,2,9200000000,4,True,True,True
 پاسداران ,165,1399,3,18000000000,4,True,True,True
 آذربایجان,68,1401,2,3200000000,1,True,True,True
 سلسبیل ,77,1390,2,2900000000,4,False,True,True
 سلسبیل ,70,1378,2,2800000000,3,False,False,False
 سهروردی ,81,1382,2,5100000000,1,True,True,True
 شهر زیبا ,115,1396,2,7450000000,2,True,True,True
 چیتگر ,130,1401,3,1560000000,15,True,True,True
 اباذر ,151,1400,3,13200000000,7,True,True,True
 کامرانیه ,155,1385,3,15500000000,4,True,True,True
 دارآباد ,148,1400,2,11700000000,2,True,True,True
 جنت‌آباد مرکزی ,143,1401,3,9940000000,2,True,True,True
 سعادت‌آباد ,245,1383,4,19000000000,5,True,True,True
 زعفرانیه ,1100,1399,4,400000000000,8,True,True,True
 جنت‌آباد جنوبی ,115,1401,2,9487500000,3,True,True,True
 سیدخندان ,83,1401,2,7000000000,1,True,True,True
 حسین‌آباد ,122,1401,2,10980000000,9,True,True,True
 کوی فردوس ,72,1401,2,5600000000,6,True,True,True
 الهیه ,155,1396,3,27900000000,8,True,True,True
 صادقیه ,100,1387,2,5250000000,8,True,True,True
 نیاوران ,300,1386,4,31500000000,6,True,True,True
 جنت‌آباد شمالی ,90,1397,2,6600000000,4,True,True,True
 جنت‌آباد جنوبی ,103,1401,2,8100000000,5,True,True,True
 چیتگر ,100,1401,2,1750000000,10,True,True,True
 جیحون ,45,1397,1,2000000000,2,True,False,False
 سعادت‌آباد,190,1395,3,16000000000,4,True,True,True
 کوی فردوس ,63,1396,2,4300000000,1,True,True,True
 گیشا (کوی نصر) ,68,1375,1,3900000000,3,False,False,False
 جنت‌آباد مرکزی ,100,1401,2,1750000000,7,True,True,True
 محمودیه ,270,1394,3,36450000000,3,True,True,True
 زعفرانیه ,185,1400,3,48000000000,2,True,True,True
 باغ فیض ,55,1386,1,3500000000,1,False,True,True
 چیتگر ,170,1393,3,7970000000,16,True,True,True
 نیاوران ,205,1391,3,23000000000,5,True,True,True
 کامرانیه ,205,1400,3,37000000000,6,True,True,True
 ولنجک ,95,1400,2,14500000000,7,True,True,True
 ولنجک ,180,1401,3,25000000000,5,True,True,True
 ولنجک ,130,1395,3,25000000000,8,True,True,True
 ولنجک ,160,1399,3,24000000000,5,True,True,True
 زعفرانیه ,257,1387,4,25700000000,1,True,True,True
 ولنجک ,200,1400,3,36000000000,6,True,True,True
 ولنجک ,90,1395,1,18000000000,10,True,True,True
 ولنجک ,125,1401,2,19500000000,3,True,True,True
 ولنجک ,320,1395,3,90000000000,4,True,True,True
 جنت‌آباد جنوبی ,95,1397,2,6250000000,3,True,True,True
 سرو آزاد,141,1401,3,1692000000,10,True,True,True
 کوی فردوس,90,1384,2,5300000000,4,True,True,True
 شهران جنوبی ,68,1395,2,5200000000,4,True,True,True
 پونک ,156,1401,3,14000000000,4,True,True,True
 جلفا ,100,1376,3,7500000000,1,True,True,True
 پاسداران ,150,1400,3,17640000000,5,True,True,True
 شهر زیبا ,85,1401,2,5270000000,6,True,True,True
 شهر زیبا ,95,1401,2,5890000000,6,True,True,True
 کوی فردوس ,67,1394,2,4500000000,1,True,True,True
 میرداماد ,145,1401,3,19000000000,1,True,True,True
 جنت‌آباد شمالی ,110,1387,2,5830000000,1,False,True,True
 جنت‌آباد جنوبی ,146,1401,3,10500000000,6,True,True,True
 پیروزی,53,1396,1,2550000000,1,True,True,True
 شهر زیبا ,200,1390,3,15000000000,2,True,True,True
 شمشیری ,64,1379,1,1730000000,3,False,False,False
 دروس ,330,1400,4,56100000000,3,True,True,True
 کامرانیه ,120,1401,2,9600000000,11,True,True,True
 چیتگر ,100,1400,2,1100000000,14,True,True,True
 ونک ,159,1383,3,11900000000,4,True,True,True
 سهروردی ,120,1385,3,7800000000,4,True,True,True
 باغ فیض ,76,1380,2,4300000000,1,False,True,True
 دروس ,240,1398,3,40320000000,4,True,True,True
 چیتگر ,101,1401,2,1040000000,13,True,True,True
 هروی ,178,1401,3,17450000000,1,True,True,True
 فرمانیه ,230,1399,3,28000000000,6,True,True,True
 ستارخان ,60,1393,1,3600000000,1,True,False,False
 سعادت‌آباد ,137,1399,3,17300000000,5,True,True,True
 قیطریه ,120,1391,2,12200000000,3,True,True,True
 سعادت‌آباد ,145,1385,3,12900000000,5,True,True,True
 قلهک ,136,1401,3,16200000000,4,True,True,True
 چیتگر ,220,1394,4,12400000000,15,True,True,True
 ولنجک ,195,1390,3,34000000000,5,True,True,True
 نیاوران ,217,1393,3,30400000000,5,True,True,True
 استاد معین ,57,1383,2,2720000000,1,False,True,True
 الهیه ,165,1381,3,26000000000,1,False,True,True
 شهر زیبا ,83,1393,2,4950000000,2,True,True,True
 الهیه ,125,1385,3,18750000000,3,True,True,True
 پاسداران ,180,1401,3,21600000000,6,True,True,True
 دروس ,280,1401,4,43400000000,4,True,True,True
 دروس ,240,1401,3,36000000000,3,True,True,True
 استاد معین ,140,1401,2,5500000000,6,True,True,True
 سعادت‌آباد ,136,1396,3,19000000000,3,True,True,True
 مرزداران ,145,1398,3,9420000000,4,True,True,True
 مبارک‌آباد بهشتی ,92,1400,2,1564000000,4,True,True,True
 سعادت‌آباد ,150,1394,3,14300000000,1,True,True,True
 بهار ,115,1371,2,5050000000,1,False,False,False
 مبارک‌آباد بهشتی ,117,1399,2,2152800000,3,True,True,True
 شهرآرا ,116,1388,2,8900000000,2,True,True,True
 مبارک‌آباد بهشتی ,100,1398,2,1500000000,4,True,False,False
 جیحون ,55,1399,1,1400000000,5,True,True,True
 اباذر ,222,1381,3,15500000000,2,True,True,True
 سلسبیل ,65,1385,1,2150000000,3,False,True,True
 اسکندری ,40,1378,1,1300000000,1,False,False,False
 جیحون,64,1380,2,2050000000,4,False,False,False
 فرمانیه ,130,1396,2,15350000000,6,True,True,True
 امیرآباد ,125,1392,2,10625000000,5,True,True,True
 هاشم‌آباد ,58,1399,2,1250000000,1,True,False,False
 ظفر ,120,1401,2,13200000000,6,True,True,True
 استاد معین ,80,1397,2,3050000000,1,True,True,True
 نازی‌آباد,52,1392,1,1800000000,3,True,False,False
 ولنجک ,140,1401,2,33000000000,9,True,True,True
 شهرک غرب ,95,1401,2,11600000000,3,True,True,True
 گیشا (کوی نصر) ,120,1394,3,11400000000,3,True,True,True
 گیشا (کوی نصر) ,165,1397,3,17000000000,4,True,True,True
 گیشا (کوی نصر) ,98,1401,2,11000000000,4,True,True,True
 گیشا (کوی نصر) ,92,1400,2,9500000000,3,True,True,True
 گیشا (کوی نصر) ,138,1400,3,17000000000,2,True,True,True
 گیشا (کوی نصر) ,185,1398,3,19000000000,3,True,True,True
 هروی ,115,1401,2,12650000000,3,True,True,True
 سلسبیل ,42,1390,1,2070000000,2,False,True,True
 دریاچه شهدای خلیج فارس ,66,1390,1,3750000000,10,True,True,True
 شهرک غرب ,114,1401,2,8550000000,2,True,True,True
 سلسبیل ,53,1396,1,2480000000,1,True,False,False
 نیاوران ,290,1393,4,37000000000,12,True,True,True
 کوی فردوس ,130,1401,2,7000000000,2,True,True,True
 شادمهر ,100,1398,2,6700000000,5,True,True,True
 الهیه ,160,1401,3,34760000000,4,True,True,True
 دروس ,125,1401,2,11075000000,3,True,True,True
 گیشا (کوی نصر),60,1401,2,5800000000,3,True,True,True
 محمودیه ,141,1399,3,23000000000,4,True,True,True
 ولنجک ,105,1401,2,14200000000,3,True,True,True
 مبارک‌آباد بهشتی ,85,1401,2,1550000000,2,True,True,True
 شهران جنوبی ,110,1398,2,7300000000,2,True,True,True
 پونک ,65,1395,1,4900000000,3,True,True,True
 امیرآباد ,97,1392,2,8000000000,3,True,True,True
 توانیر,150,1400,3,14850000000,4,True,True,True
 میرداماد,210,1401,3,27300000000,4,True,True,True
 هروی ,120,1401,2,9600000000,11,True,True,True
 جردن ,100,1401,2,12544000000,4,True,True,True
 پاسداران ,101,1401,2,8080000000,5,True,True,True
 پونک ,66,1401,1,4290000000,2,True,True,True
 نیاوران ,300,1393,3,36000000000,6,True,True,True
 شهرک غرب ,143,1401,3,22880000000,5,True,True,True
 شهرک غرب ,110,1401,2,15500000000,3,True,True,True
 چیتگر ,100,1401,2,1300000000,15,True,True,True
 شهرک غرب ,140,1400,3,14200000000,3,True,True,True
 شاهین ,80,1385,2,5500000000,2,True,True,True
 مرزداران ,68,1395,2,5450000000,1,True,True,True
 جنت‌آباد جنوبی ,110,1395,2,6850000000,5,True,True,True
 پونک,77,1400,2,5930000000,3,True,True,True
 هروی ,187,1401,3,14200000000,8,True,True,True
 مرزداران ,165,1400,3,21500000000,2,True,True,True
 زنجان ,55,1384,1,2450000000,1,False,True,True
 پونک ,71,1381,2,3950000000,3,False,True,True
 چیتگر ,115,1399,2,5550000000,9,True,True,True
 فرمانیه ,220,1397,3,24000000000,7,True,True,True
 شهرک غرب,140,1382,3,12000000000,4,True,True,True
 مبارک‌آباد بهشتی ,75,1396,2,1350000000,1,False,False,False
 هروی ,125,1401,2,15000000000,2,True,True,True
 مبارک‌آباد بهشتی ,80,1399,2,1440000000,2,True,False,False
 الهیه ,230,1388,3,33000000000,8,True,True,True
 مبارک‌آباد بهشتی ,78,1399,2,1500000000,1,True,True,True
 پونک ,120,1401,3,9400000000,2,True,True,True
 چیتگر,60,1401,1,1200000000,15,True,True,True
 اندیشه (شهر زیبا) ,52,1396,1,1650000000,1,True,True,True
 ولنجک ,180,1383,3,19000000000,1,True,True,True
 اباذر,170,1383,3,10900000000,5,True,True,True
 دریاچه شهدای خلیج فارس,115,1397,2,5750000000,13,True,True,True
 سلیمانی ,43,1380,1,1430000000,1,False,False,False
 سازمان برنامه ,58,1390,1,4300000000,4,True,True,True
 پونک ,77,1385,2,4600000000,5,True,True,True
 نیاوران ,74,1398,2,6700000000,6,True,True,True
 هروی ,122,1401,2,9760000000,2,True,True,True
 جنت‌آباد مرکزی ,87,1399,2,5600000000,2,True,True,True
 شهران جنوبی ,131,1394,3,8350000000,2,True,True,True
 جنت‌آباد مرکزی ,115,1395,2,6500000000,3,True,True,True
 جنت‌آباد مرکزی ,140,1397,3,8000000000,3,True,True,True
 پونک ,132,1396,3,7900000000,2,True,True,True
 منیریه ,91,1396,2,5100000000,2,True,True,True
 قیطریه ,105,1401,2,12600000000,3,True,True,True
 کوی فردوس ,62,1386,1,4500000000,2,True,True,True
 کوی فردوس,70,1385,2,4300000000,3,True,True,True
 شهران شمالی ,96,1395,2,5000000000,2,True,True,True
